Health Snacks,Chocolate Cream Wafers (400g) 巧克力夾心酥,RM34.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/HawthornArticle260g_360x.jpg?v=1600160746
Health Snacks,Hawthorn+Plum (130g) 佳合梅子仙楂果,RM9.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/HawthornArticle260g_360x.jpg?v=1600160746
Noodles & Pasta,Yes Natural Pumpkin Yee Mee 金瓜伊面 （375g）,FromRM7.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/aba3bfffee1207dfe66dac68e8a5eae0_360x.jpg?v=1595322213
Paste & Seasonings,Brewing Soy Sauce （500ml）,RM22.60MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/220g_360x.jpg?v=1595489624
Paste & Seasonings,Organic Vegetarian Spaghetti Tomato Sauce 有机素食意面番茄酱 120g,RM9.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/220g_360x.jpg?v=1595489624
Paste & Seasonings,Mushroom Seasoning 桂夫人香菇风味调味粉（120g）,RM15.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/220g_360x.jpg?v=1595489624
Paste & Seasonings,Vegetables Seasoning 桂夫人蔬菜风味调味粉（120g）,RM15.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/220g_360x.jpg?v=1595489624
Health Snacks,Seaweed Sheets (12g*4)(260g),RM31.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/HawthornArticle260g_360x.jpg?v=1600160746
Health Snacks,Sesame Crisp 方块酥 (300g),RM16.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/HawthornArticle260g_360x.jpg?v=1600160746
Health Snacks,Cheerful Cracker 吉福小饼 (115g),RM9.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/HawthornArticle260g_360x.jpg?v=1600160746
Paste & Seasonings,Madam Kooi Seaweed Mushroom Stock 贵妇人海带香菇调味块 (66g),RM9.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/220g_360x.jpg?v=1595489624
Paste & Seasonings,Organic Vegetables Mushroom Soy Sauce 有機素蠔油 500ml,RM55.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/220g_360x.jpg?v=1595489624
Paste & Seasonings,Organic Low Salt Soybean Soy Sauce (500ml) 有機黃豆薄鹽醬油,RM47.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/220g_360x.jpg?v=1595489624
Paste & Seasonings,Hot Bamboo Shoot (410g) 里仁玉香筍,RM29.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/220g_360x.jpg?v=1595489624
Paste & Seasonings,YSZ JiuFu Steamboat Base 九福冒菜底料 （菌汤味，香辣味）,FromRM19.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/220g_360x.jpg?v=1595489624
Health Snacks,Organic Chestnut (80g),RM9.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/HawthornArticle260g_360x.jpg?v=1600160746
Health Snacks,Herb Lozenges (150g) 草本喉糖,RM29.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/HawthornArticle260g_360x.jpg?v=1600160746
Health Snacks,味付海苔 Seasoned Seaweed 35g,RM23.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/HawthornArticle260g_360x.jpg?v=1600160746
Health Snacks,Plum Candy (100g),RM14.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/HawthornArticle260g_360x.jpg?v=1600160746
Health Snacks,Organic Mulberry Fruity Dessert 有機桑椹果粒凍 130g(豐喜),RM9.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/HawthornArticle260g_360x.jpg?v=1600160746
Health Snacks,BROWN RICE CRACKERS 糙米香,RM6.70MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/HawthornArticle260g_360x.jpg?v=1600160746
Health Snacks,Soda Cracker,FromRM17.50MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/HawthornArticle260g_360x.jpg?v=1600160746
Household & Lifestyle,Concentrated Liquid Laundry (1800ml) 活力净洗衣精,RM56.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/3_216cbac4-a212-4d28-a5db-c55a09486ca2_360x.jpg?v=1595322746
Household & Lifestyle,Concentrated Liquid Laundry Detergent (1500ml) 活力淨洗衣精補充包,RM45.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/3_216cbac4-a212-4d28-a5db-c55a09486ca2_360x.jpg?v=1595322746
Household & Lifestyle,Natural Laundry Bar (200g),RM19.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/3_216cbac4-a212-4d28-a5db-c55a09486ca2_360x.jpg?v=1595322746
Household & Lifestyle,Washing Soda Powder (500g),RM14.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/3_216cbac4-a212-4d28-a5db-c55a09486ca2_360x.jpg?v=1595322746
Household & Lifestyle,Concentrated Laundry Powder (1.8kg) 活力净超浓缩洗衣粉,RM49.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/3_216cbac4-a212-4d28-a5db-c55a09486ca2_360x.jpg?v=1595322746
Household & Lifestyle,Laundry Oxygen Bleach (Chlorine free) (500g) 活力净衣物去渍粉,RM19.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/3_216cbac4-a212-4d28-a5db-c55a09486ca2_360x.jpg?v=1595322746
Household & Lifestyle,Foamless toothpaste (144g) 无泡沫牙膏,RM16.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/3_216cbac4-a212-4d28-a5db-c55a09486ca2_360x.jpg?v=1595322746
Gardening,Organic Fertiliser - Tania Vermicompost 1kg,RM8.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/image_bf64c4a6-021b-44ee-9ccc-c9641dfe2ff4_360x.jpg?v=1628570564
Gardening,Tania Pak Choi Microgreen Seeds,RM5.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/image_bf64c4a6-021b-44ee-9ccc-c9641dfe2ff4_360x.jpg?v=1628570564
Gardening,Tania Radish Microgreen Seeds,RM5.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/image_bf64c4a6-021b-44ee-9ccc-c9641dfe2ff4_360x.jpg?v=1628570564
Household & Lifestyle,Natural Foamless Toothpaste (50g) 天然无泡沫牙膏 (小）,RM9.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/3_216cbac4-a212-4d28-a5db-c55a09486ca2_360x.jpg?v=1595322746
Household & Lifestyle,Natural Foamless Toothpaste（144g)  天然无泡沫牙膏 （大）,RM23.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/3_216cbac4-a212-4d28-a5db-c55a09486ca2_360x.jpg?v=1595322746
Household & Lifestyle,Pomelo Soap (100g) 柚子皂,RM7.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/3_216cbac4-a212-4d28-a5db-c55a09486ca2_360x.jpg?v=1595322746
Household & Lifestyle,Peppermint Soap (100g),RM7.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/3_216cbac4-a212-4d28-a5db-c55a09486ca2_360x.jpg?v=1595322746
Household & Lifestyle,Unscented Soap (100g),RM7.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/3_216cbac4-a212-4d28-a5db-c55a09486ca2_360x.jpg?v=1595322746
Gardening,Tania Pea Microgreen Seeds,RM5.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/image_bf64c4a6-021b-44ee-9ccc-c9641dfe2ff4_360x.jpg?v=1628570564
Gardening,Tania Beetroot Microgreen Seeds,RM5.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/image_bf64c4a6-021b-44ee-9ccc-c9641dfe2ff4_360x.jpg?v=1628570564
Gardening,Tania Purple Sango Radish Microgreen Seeds,RM5.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/image_bf64c4a6-021b-44ee-9ccc-c9641dfe2ff4_360x.jpg?v=1628570564
Gardening,Tania Black Oil Sunflower Microgreen Seeds,RM5.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/image_bf64c4a6-021b-44ee-9ccc-c9641dfe2ff4_360x.jpg?v=1628570564
Gardening,Tania Wasabi Mustard Microgreen Seeds,RM5.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/image_bf64c4a6-021b-44ee-9ccc-c9641dfe2ff4_360x.jpg?v=1628570564
Gardening,Tania Broccoli Microgreen Seeds,RM5.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/image_bf64c4a6-021b-44ee-9ccc-c9641dfe2ff4_360x.jpg?v=1628570564
Household & Lifestyle,Aloe Soap (100g) 芦荟皂,RM17.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/3_216cbac4-a212-4d28-a5db-c55a09486ca2_360x.jpg?v=1595322746
Household & Lifestyle,Ctironella Soap（100g）香茅手工皂,RM17.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/3_216cbac4-a212-4d28-a5db-c55a09486ca2_360x.jpg?v=1595322746
Household & Lifestyle,Citronella Oil (100cc) 香茅油,RM69.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/3_216cbac4-a212-4d28-a5db-c55a09486ca2_360x.jpg?v=1595322746
Household & Lifestyle,Sea Magic Natural Dish Wash (1kg),RM11.50MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/3_216cbac4-a212-4d28-a5db-c55a09486ca2_360x.jpg?v=1595322746
Gardening,Tania Wheatgrass Microgreen Seeds  (180g),RM11.50MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/image_bf64c4a6-021b-44ee-9ccc-c9641dfe2ff4_360x.jpg?v=1628570564
Gardening,Organic Fertiliser - Tania Vermicast,RM12.50MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/image_bf64c4a6-021b-44ee-9ccc-c9641dfe2ff4_360x.jpg?v=1628570564
Gardening,Organic Fertiliser - Tania Seed Starting Mix 1kg,RM13.30MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/image_bf64c4a6-021b-44ee-9ccc-c9641dfe2ff4_360x.jpg?v=1628570564
Household & Lifestyle,Dr. Ros Classic Enzyme  (1400ml),RM25.00MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/3_216cbac4-a212-4d28-a5db-c55a09486ca2_360x.jpg?v=1595322746
Household & Lifestyle,BAMBOO FIBER TISSUE (190mm x 155mm x 130s),RM5.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/3_216cbac4-a212-4d28-a5db-c55a09486ca2_360x.jpg?v=1595322746
Household & Lifestyle,ENJOYIOI矽膠布防漏食物袋-海洋圓點 Silicone Cloth Leakproof Food Bag-Ocean Dot,RM178.00MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/3_216cbac4-a212-4d28-a5db-c55a09486ca2_360x.jpg?v=1595322746
Household & Lifestyle,ENJOYIOI矽膠布防漏食物袋-海底世界 Silicone Cloth Leakproof Food Bag-Underwater World,RM178.00MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/3_216cbac4-a212-4d28-a5db-c55a09486ca2_360x.jpg?v=1595322746
Health Supplement,Super Lutein Capsule 里仁高優活金盞花萃取物葉黃素膠囊 (60粒),RM168.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/ece048f2595194d79372ef5a40c34321_360x.jpg?v=1654574545
Beverage,Wendan Pomelo Tea (420g) 文旦柚茶,RM42.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/3_c73dd72d-e5d7-4bee-9b4f-f8b76dfe704c_360x.jpg?v=1599636837
Beverage,Burdock Herbal Tea (160g) 牛蒡茶,RM38.20MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/3_c73dd72d-e5d7-4bee-9b4f-f8b76dfe704c_360x.jpg?v=1599636837
Beverage,Drieds Burdock Slices (100g) 牛蒡原片,RM33.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/3_c73dd72d-e5d7-4bee-9b4f-f8b76dfe704c_360x.jpg?v=1599636837
Beverage,Organic Instant Baby Oats (500g),RM9.40MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/3_c73dd72d-e5d7-4bee-9b4f-f8b76dfe704c_360x.jpg?v=1599636837
Beverage,Organic Rolled Oats (500g),RM9.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/3_c73dd72d-e5d7-4bee-9b4f-f8b76dfe704c_360x.jpg?v=1599636837
Beverage,Dark Prune Juice 乌梅汁 (1000cc),RM19.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/3_c73dd72d-e5d7-4bee-9b4f-f8b76dfe704c_360x.jpg?v=1599636837
Beverage,Black sesame powder (250g) 黑芝麻粉（250g）,RM25.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/3_c73dd72d-e5d7-4bee-9b4f-f8b76dfe704c_360x.jpg?v=1599636837
Beverage,里仁有机黑豆粉 300g,RM27.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/3_c73dd72d-e5d7-4bee-9b4f-f8b76dfe704c_360x.jpg?v=1599636837
Beverage,Decoction for clearing lung & detoxification (Liquid Pack ) 清肺排毒汤 (中药液) 125ml - Contact us in Whatapps,RM90.00MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/3_c73dd72d-e5d7-4bee-9b4f-f8b76dfe704c_360x.jpg?v=1599636837
Beverage,"Coffee Tree Patience Australia Coffee (Cappuccino, Cafe Latte, Hot Chocolate, Milk Tea)",FromRM25.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/3_c73dd72d-e5d7-4bee-9b4f-f8b76dfe704c_360x.jpg?v=1599636837
Beverage,Pure certified Soy Milk Powder,RM19.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/3_c73dd72d-e5d7-4bee-9b4f-f8b76dfe704c_360x.jpg?v=1599636837
Beverage,Mulberry Preserved 桑椹果粒茶 400g,RM39.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/3_c73dd72d-e5d7-4bee-9b4f-f8b76dfe704c_360x.jpg?v=1599636837
Beverage,乌梅汁 Dark Prune Juice (360cc),RM8.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/3_c73dd72d-e5d7-4bee-9b4f-f8b76dfe704c_360x.jpg?v=1599636837
Beverage,Organic Tremella 光茵樂活有機鮮銀耳 280g,RM19.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/3_c73dd72d-e5d7-4bee-9b4f-f8b76dfe704c_360x.jpg?v=1599636837
Beverage,Calamansi Sparkling Vineger 250ml,FromRM11.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/3_c73dd72d-e5d7-4bee-9b4f-f8b76dfe704c_360x.jpg?v=1599636837
宗教用品,"悦意- 酥油灯 2 小时 butter Oil Candle Light ，100 pcs / Box,  24 box/ Ctn",RM24.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/O1CN01Gd4eDx1ueRXpZXiz1__16006062.jpg_400x400_97a49ad5-1d80-41c1-913e-4a6bc5b8b674_360x.jpg?v=1631067124
宗教用品,"悲智香- 檀香 (中盘)  Prajna Incense Sandalwood ( Medium Coil) 48 pcs, 88g",RM79.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/O1CN01Gd4eDx1ueRXpZXiz1__16006062.jpg_400x400_97a49ad5-1d80-41c1-913e-4a6bc5b8b674_360x.jpg?v=1631067124
宗教用品,"YN - 4 hour Butter Oil Candle Light 悦意- 4 小时酥油灯  - 100 Pcs/ Box, 8 Box/ Ctn",RM38.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/O1CN01Gd4eDx1ueRXpZXiz1__16006062.jpg_400x400_97a49ad5-1d80-41c1-913e-4a6bc5b8b674_360x.jpg?v=1631067124
宗教用品,"悲智香-檀香 (微盘) Prajna Incense Sandalwood (Mini Coil) - 48 Pcs, 50g",RM59.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/O1CN01Gd4eDx1ueRXpZXiz1__16006062.jpg_400x400_97a49ad5-1d80-41c1-913e-4a6bc5b8b674_360x.jpg?v=1631067124
宗教用品,"Products 悲智香-檀香 (7 寸卧) Prajna Incense Sandalwood 7“ , 112g",RM75.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/O1CN01Gd4eDx1ueRXpZXiz1__16006062.jpg_400x400_97a49ad5-1d80-41c1-913e-4a6bc5b8b674_360x.jpg?v=1631067124
宗教用品,"悲智香- 藥香 (中盤) Prajna Incense Herbal ( Medium Coil) 48 pcs, 88g",RM79.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/O1CN01Gd4eDx1ueRXpZXiz1__16006062.jpg_400x400_97a49ad5-1d80-41c1-913e-4a6bc5b8b674_360x.jpg?v=1631067124
宗教用品,悲智香-檀香(卧)  Prajna Incense Sandalwood 450 g,RM239.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/O1CN01Gd4eDx1ueRXpZXiz1__16006062.jpg_400x400_97a49ad5-1d80-41c1-913e-4a6bc5b8b674_360x.jpg?v=1631067124
宗教用品,"悲智香- 藥香 ( 7 寸卧 )  Prajna Incense Herbal Stick 7' , 112g",RM72.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/O1CN01Gd4eDx1ueRXpZXiz1__16006062.jpg_400x400_97a49ad5-1d80-41c1-913e-4a6bc5b8b674_360x.jpg?v=1631067124
宗教用品,"悲智香- 藥香 (微盤) Prajna Incense Herbal ( Mini Coil) 48 pcs, 50g",RM59.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/O1CN01Gd4eDx1ueRXpZXiz1__16006062.jpg_400x400_97a49ad5-1d80-41c1-913e-4a6bc5b8b674_360x.jpg?v=1631067124
宗教用品,3 天大莲花烛,RM12.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/O1CN01Gd4eDx1ueRXpZXiz1__16006062.jpg_400x400_97a49ad5-1d80-41c1-913e-4a6bc5b8b674_360x.jpg?v=1631067124
宗教用品,49 Light Candle Casing,RM65.00MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/O1CN01Gd4eDx1ueRXpZXiz1__16006062.jpg_400x400_97a49ad5-1d80-41c1-913e-4a6bc5b8b674_360x.jpg?v=1631067124
宗教用品,"YN-8 hour Butter Oil Candle Light 悦意-8 小时酥油灯  - 50 Pcs/ Box, 10 Box/ Ctn",RM44.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/O1CN01Gd4eDx1ueRXpZXiz1__16006062.jpg_400x400_97a49ad5-1d80-41c1-913e-4a6bc5b8b674_360x.jpg?v=1631067124
Noodles & Pasta,Lz Sichuan Pepper Noodles 里仁椒麻乾拌麵 110g,RM7.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/1_72869c53-fd91-4a93-a2fe-a8b04e4cec01_360x.jpg?v=1645148615
Health Snacks,Supreme Quality Natural & Organic Fruits & Nuts Full Meal,RM21.50MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/image_30957f6e-1373-4519-913e-3e6f79d8ec80_360x.jpg?v=1635153312
Health Snacks,豆之家 薑黄海盐腰果酥,RM29.80MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/image_30957f6e-1373-4519-913e-3e6f79d8ec80_360x.jpg?v=1635153312
Health Snacks,Yes Natural Wheat Germ 悦意小麦胚芽 400g,RM25.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/image_30957f6e-1373-4519-913e-3e6f79d8ec80_360x.jpg?v=1635153312
Health Snacks,米果夹心饼-特濃黑芝麻 65g,RM16.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/image_30957f6e-1373-4519-913e-3e6f79d8ec80_360x.jpg?v=1635153312
Health Snacks,Cheese Jerky - Spicy 辣味乳酪条 90g,RM39.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/image_30957f6e-1373-4519-913e-3e6f79d8ec80_360x.jpg?v=1635153312
Health Snacks,Cheese Jerky - Original 原味乳酪条 90g,RM39.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/image_30957f6e-1373-4519-913e-3e6f79d8ec80_360x.jpg?v=1635153312
Health Snacks,Leezen Dark Chocolate 里仁70%黑巧克力,RM39.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/image_30957f6e-1373-4519-913e-3e6f79d8ec80_360x.jpg?v=1635153312
Health Snacks,Instant Veggie Porridge (350g) 野菜糙米粥,RM35.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/image_30957f6e-1373-4519-913e-3e6f79d8ec80_360x.jpg?v=1635153312
Health Snacks,LeeZen Coffee Waffee 里仁瓦芙咖啡夾心 192g,RM33.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/image_30957f6e-1373-4519-913e-3e6f79d8ec80_360x.jpg?v=1635153312
Health Snacks,LeeZen luohanguo soft candy 里仁羅漢果軟喉糖 65g,RM14.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/image_30957f6e-1373-4519-913e-3e6f79d8ec80_360x.jpg?v=1635153312
Paste & Seasonings,Ginger Sesame Oil Sauce (220g) 姜油,RM54.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/c16463c49d5dd9a1bf892a7e49939090_360x.jpg?v=1625709288
Paste & Seasonings,Sesame Paste 芝麻醬 (240g),RM31.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/c16463c49d5dd9a1bf892a7e49939090_360x.jpg?v=1625709288
Paste & Seasonings,LZ ORGANIC SEASONED MIXED MUSHROOMS  有機綜合菇  150G,RM14.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/c16463c49d5dd9a1bf892a7e49939090_360x.jpg?v=1625709288
Paste & Seasonings,Stewed Minced Soy Protein (150g) x 1 pcs,RM9.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/c16463c49d5dd9a1bf892a7e49939090_360x.jpg?v=1625709288
Paste & Seasonings,Gluten puff with chickpea (170g) 雪莲子面筋,RM8.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/c16463c49d5dd9a1bf892a7e49939090_360x.jpg?v=1625709288
Paste & Seasonings,Fermented Black Beans 乾豆豉 200g,RM21.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/c16463c49d5dd9a1bf892a7e49939090_360x.jpg?v=1625709288
Paste & Seasonings,Hot & Spicy Turnip (155g) 调味便当菜,RM26.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/c16463c49d5dd9a1bf892a7e49939090_360x.jpg?v=1625709288
Paste & Seasonings,Yes Natural Ba Zhen Seasoning Paste (Original / Spicy) 悦意八真素酱 (原味/香辣),FromRM18.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/c16463c49d5dd9a1bf892a7e49939090_360x.jpg?v=1625709288
Paste & Seasonings,Organic Brown Rice Vinegar 有机糙米醋,RM16.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/c16463c49d5dd9a1bf892a7e49939090_360x.jpg?v=1625709288
Paste & Seasonings,Unrefined Raw Molasses Sugar,RM11.50MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/c16463c49d5dd9a1bf892a7e49939090_360x.jpg?v=1625709288
Paste & Seasonings,桂夫人蔬菜调味料 Vegetable Seasoning (L) 500g,RM32.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/c16463c49d5dd9a1bf892a7e49939090_360x.jpg?v=1625709288
Paste & Seasonings,Matsutake kombu Vegetarian Oyster-flavoured Sauce 松栮昆布素蚝油 280g,RM29.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/c16463c49d5dd9a1bf892a7e49939090_360x.jpg?v=1625709288
Paste & Seasonings,The Fresh tasting Soy Sause 味极鲜 500ml,RM22.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/c16463c49d5dd9a1bf892a7e49939090_360x.jpg?v=1625709288
